index,day,titleName,titleID,authorName,authorID,rating,url
1,sat,99강화나무몽둥이,792651,홍실 / 지페리,792651,9.81,https://comic.naver.com/webtoon/list?titleId=792651
2,sat,호랑이형님,650305,이상규,287243,9.93,https://comic.naver.com/webtoon/list?titleId=650305
3,sat,취사병 전설이 되다,727188,제이로빈 / 이진수,727188,9.87,https://comic.naver.com/webtoon/list?titleId=727188
4,sat,프리드로우,597447,전선욱,264816,9.79,https://comic.naver.com/webtoon/list?titleId=597447
5,sat,마도전생기,807777,포스스튜디오 / codezero,807777,9.81,https://comic.naver.com/webtoon/list?titleId=807777
6,sat,망나니 소교주로 환생했다,773796,재무 / 전마두 / 대은호,773796,9.84,https://comic.naver.com/webtoon/list?titleId=773796
7,sat,귀환했는데 입대 전날이다,807393,황금비둘기 / 오코믹,807393,9.89,https://comic.naver.com/webtoon/list?titleId=807393
8,sat,은탄,787500,김규삼,4,9.96,https://comic.naver.com/webtoon/list?titleId=787500
9,sat,킬러경찰,808439,이제환 / 이윤균,808439,9.86,https://comic.naver.com/webtoon/list?titleId=808439
10,sat,놓지마 정신줄 시즌3,801589,신태훈 / 나승훈,801589,9.97,https://comic.naver.com/webtoon/list?titleId=801589
11,sat,작전명 순정,793275,꼬까리 / 들덤,793275,9.96,https://comic.naver.com/webtoon/list?titleId=793275
12,sat,방송은 방송으로 봐,808265,박은혁,313686,6.76,https://comic.naver.com/webtoon/list?titleId=808265
13,sat,스터디그룹,721948,신형욱 / 유승연,721948,9.96,https://comic.naver.com/webtoon/list?titleId=721948
14,sat,악몽의 형상,793283,김용키,316248,9.92,https://comic.naver.com/webtoon/list?titleId=793283
15,sat,세레나,801475,정이나,358897,9.95,https://comic.naver.com/webtoon/list?titleId=801475
16,sat,나이트런,64997,김성민,8,9.91,https://comic.naver.com/webtoon/list?titleId=64997
17,sat,디펜스 게임의 폭군이 되었다,798182,하정 / 굥 / 류은가람,798182,9.95,https://comic.naver.com/webtoon/list?titleId=798182
18,sat,물위의 우리,780404,뱁새 / 왈패,780404,9.98,https://comic.naver.com/webtoon/list?titleId=780404
19,sat,윌유메리미,616239,마인드C,249356,9.92,https://comic.naver.com/webtoon/list?titleId=616239
20,sat,반드시 해피엔딩,769568,불사 / 재림 / 플아다,769568,9.96,https://comic.naver.com/webtoon/list?titleId=769568
21,sat,나를 바꿔줘,733280,이지호 / 호띠,733280,9.88,https://comic.naver.com/webtoon/list?titleId=733280
22,sat,나랑X할래?,803934,진자 / 정생,803934,9.90,https://comic.naver.com/webtoon/list?titleId=803934
23,sat,흑화한 노예남을 길들였다,808994,LICO / 보랏빛마을,808994,9.91,https://comic.naver.com/webtoon/list?titleId=808994
24,sat,좀비X슬래셔,808533,나락 / 홍준기,808533,9.71,https://comic.naver.com/webtoon/list?titleId=808533
25,sat,달과 인어,807776,원산지,364443,9.97,https://comic.naver.com/webtoon/list?titleId=807776
26,sat,묘약마녀,807029,자유,205461,9.96,https://comic.naver.com/webtoon/list?titleId=807029
27,sat,대충 캠퍼스로맨스임,797184,공철진,356826,9.97,https://comic.naver.com/webtoon/list?titleId=797184
28,sat,예명여고,808473,육공,344542,9.93,https://comic.naver.com/webtoon/list?titleId=808473
29,sat,존잘주의,774864,령,324456,9.44,https://comic.naver.com/webtoon/list?titleId=774864
30,sat,민간인 통제구역 - 일급기밀,801324,OSIK,329790,9.94,https://comic.naver.com/webtoon/list?titleId=801324
31,sat,야매 힐러로 사는 법,808757,14획 / 나옌 / 새송이덮밥,808757,9.88,https://comic.naver.com/webtoon/list?titleId=808757
32,sat,미나 이퀄,793350,이유정,33,9.70,https://comic.naver.com/webtoon/list?titleId=793350
33,sat,어글리후드,703630,미애,314115,9.98,https://comic.naver.com/webtoon/list?titleId=703630
34,sat,간첩 18세,799503,팀꿀빨 / 김주인,799503,9.69,https://comic.naver.com/webtoon/list?titleId=799503
35,sat,탑코너,732021,윤성 / 라군,732021,9.65,https://comic.naver.com/webtoon/list?titleId=732021
36,sat,이십팔세기 광팬,800312,컷부,269378,9.92,https://comic.naver.com/webtoon/list?titleId=800312
37,sat,남편을 만렙으로 키우려 합니다,774051,유기농 / 컬린 / 누오바,774051,9.97,https://comic.naver.com/webtoon/list?titleId=774051
